Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

02:53:38 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:54:38 AM     all     68.77      0.00     13.23      0.01      0.00     17.98
02:55:38 AM     all     66.58      0.00     10.71      0.00      0.00     22.71
02:56:38 AM     all     59.81      0.00     13.94      0.00      0.00     26.25
02:57:38 AM     all     58.26      0.00     13.56      0.00      0.00     28.18
02:58:38 AM     all     60.19      0.00     13.76      0.00      0.00     26.05
02:59:38 AM     all     56.98      0.00     13.96      0.00      0.00     29.06
03:00:38 AM     all     61.78      0.00     11.98      0.00      0.00     26.24
03:01:38 AM     all     58.78      0.00     12.70      0.00      0.00     28.52
03:02:38 AM     all     64.24      0.00     11.51      0.00      0.00     24.25
03:03:38 AM     all     64.39      0.00      9.79      0.00      0.00     25.83
03:04:38 AM     all     60.79      0.00     12.18      0.00      0.00     27.03
03:05:38 AM     all     57.72      0.00     13.40      0.00      0.00     28.87
03:06:38 AM     all     63.07      0.00     11.27      0.00      0.00     25.66
03:07:38 AM     all     68.11      0.00      9.47      0.00      0.00     22.42
03:08:38 AM     all     63.35      0.00     10.91      0.00      0.00     25.73
03:09:38 AM     all     61.36      0.00     12.80      0.00      0.00     25.84
03:10:38 AM     all     61.62      0.00     12.15      0.00      0.00     26.22
03:11:38 AM     all     60.60      0.00     11.79      0.00      0.00     27.61
03:12:38 AM     all     66.15      0.00     10.30      0.00      0.00     23.55
03:13:38 AM     all     57.50      0.00     13.73      0.00      0.00     28.77
03:14:38 AM     all     62.56      0.00     11.44      0.00      0.00     26.00
03:15:38 AM     all     57.26      0.00     14.25      0.00      0.00     28.49
03:16:38 AM     all     61.28      0.00     12.99      0.00      0.00     25.73
03:17:38 AM     all     57.25      0.00     14.32      0.00      0.00     28.43
03:18:38 AM     all      7.52      0.00      1.63      0.00      0.00     90.84
03:19:38 AM     all      5.45      0.00      1.07      0.00      0.00     93.48
03:20:38 AM     all      5.44      0.00      1.33      0.00      0.00     93.23
03:21:38 AM     all      5.59      0.00      1.82      0.00      0.00     92.58
03:22:38 AM     all      5.14      0.00      1.40      0.00      0.00     93.46
