# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416274915;26033220;238491204;90.16;463240;34647780;207967404;76.20
axle;61;1416274975;24024964;240499460;90.92;463296;36925132;207645124;76.09
axle;60;1416275035;19127144;245397280;92.77;463352;40282032;209194212;76.65
axle;60;1416275095;19302028;245222396;92.70;463404;40437256;208984688;76.58
axle;60;1416275155;20412080;244112344;92.28;463480;40453504;207736700;76.12
axle;60;1416275215;20255292;244269132;92.34;463528;40779664;207582212;76.06
axle;60;1416275275;19783276;244741148;92.52;463604;41256280;207576572;76.06
axle;60;1416275335;18997176;245527248;92.82;463648;42093924;207505532;76.03
axle;60;1416275395;17574820;246949604;93.36;463696;43502456;207516512;76.04
axle;60;1416275455;16389348;248135076;93.80;463748;44412756;207812504;76.15
axle;60;1416275515;16254868;248269556;93.86;463792;44839292;207505652;76.03
