# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416274915;sda;30.64;0.13;6802.47;222.05;1.15;37.53;0.29;0.89
axle;61;1416274975;sda;2.72;0.00;462.78;169.94;0.01;3.44;0.29;0.08
axle;60;1416275035;sda;3.92;0.00;649.89;165.69;0.02;5.08;0.27;0.11
axle;60;1416275095;sda;3.68;0.00;537.37;146.21;0.02;4.56;0.33;0.12
axle;60;1416275155;sda;4.07;0.00;674.85;165.84;0.02;4.44;0.25;0.10
axle;60;1416275215;sda;1.23;0.00;68.16;55.24;0.00;0.00;0.00;0.00
axle;60;1416275275;sda;1.65;0.00;119.53;72.40;0.00;0.53;0.08;0.01
axle;60;1416275335;sda;1.22;0.00;80.59;66.19;0.00;0.22;0.05;0.01
axle;60;1416275395;sda;0.98;0.00;65.62;66.71;0.00;0.27;0.07;0.01
axle;60;1416275455;sda;1.23;0.00;71.87;58.27;0.00;0.05;0.05;0.01
axle;60;1416275515;sda;1.28;0.00;53.88;41.97;0.00;0.00;0.00;0.00
